Age,Country,Description,Link,Name,Position,Firstname,Lastname
23,Iran,"Mehdi Torabi was named the best young player in the Iranian league after starring for Saipa in the 2015/16 season, having earlier launched his career with the club in 2012. The pacy winger also turned heads with IR Iran at the 2016 AFC U-23 Championship.",https://api.fifa.com/api/v1/picture/players/2018fwc/390535_sq-300_jpg?allowDefaultPicture=true,MEHDI TORABI,Midfielder,Mehdi,Torabi
21,Iran,"Still only 21, Saeid Ezatolahi has exploded on to the scene, as one of the burgeoning stars of Iranian football since beginning his career with Malavan.",https://api.fifa.com/api/v1/picture/players/2018fwc/371736_sq-300_jpg?allowDefaultPicture=true,SAEID EZATOLAHI,Midfielder,Saeid,Ezatolahi
34,Iran,"Masoud Shojaei offers valuable experience, as the only IR Iran player to have taken part in two separate FIFA World Cup™ finals. Limited to 13 minutes of action at Germany 2006, he played all three matches at Brazil 2014, as Iran returned to the global showcase.",https://api.fifa.com/api/v1/picture/players/2018fwc/213170_sq-300_jpg?allowDefaultPicture=true,MASOUD SHOJAEI,Midfielder,Masoud,Shojaei
30,Iran,"Following a modest start to his career with a number of second-tier Iranian clubs, Omid Ebrahimi raised his profile when he joined Sepahan in 2010. Within two years, the midfielder had received his maiden call-up to the Iran squad from coach Carlos Queiroz.",https://api.fifa.com/api/v1/picture/players/2018fwc/346735_sq-300_jpg?allowDefaultPicture=true,OMID EBRAHIMI,Midfielder,Omid,Ebrahimi
30,Iran,"Thanks to his excellent performances over the last few years, Vahid Amiri has become a stalwart for both Persepolis and IR Iran, making his international debut at the age of 27 in 2015.",https://api.fifa.com/api/v1/picture/players/2018fwc/384795_sq-300_jpg?allowDefaultPicture=true,VAHID AMIRI,Midfielder,Vahid,Amiri
28,Iran,"Karim Ansarifard has been likened to IR Iran legend Ali Daei ever since his debut for the national team, with his physique and playing style inviting comparisons to the retired icon.",https://api.fifa.com/api/v1/picture/players/2018fwc/330659_sq-300_jpg?allowDefaultPicture=true,KARIM ANSARIFARD,Forward,Karim,Ansarifard
24,Iran,"Born in Sweden, Ostersunds forward Saman Ghoddoos began his career with Limhamn Bunkeflo in 2011, ahead of stints with Trelleborgs and Syrianska.",https://api.fifa.com/api/v1/picture/players/2018fwc/411644_sq-300_jpg?allowDefaultPicture=true,SAMAN GHODDOS,Forward,Saman,Ghoddos
30,Iran,"Reza Ghoochannejad began his professional career in the Netherlands, having moved to the country at the age of four. Since then, he has turned out for teams in Belgium, England, Kuwait and Qatar, before ultimately returning to his boyhood club Heerenveen.",https://api.fifa.com/api/v1/picture/players/2018fwc/362641_sq-300_jpg?allowDefaultPicture=true,REZA GHOOCHANNEJHAD,Forward,Reza,Ghoochannejhad
25,Iran,"Mehdi Taremi made his IR Iran debut in 2015 and has proved a key figure ever since, registering eight goals in 16 outings during the qualifiers for Russia 2018.",https://api.fifa.com/api/v1/picture/players/2018fwc/388475_sq-300_jpg?allowDefaultPicture=true,MEHDI TAREMI,Forward,Mehdi,Taremi
24,Iran,"Alireza Jahanbakhsh kicked off his career with little fanfare, taking his first steps with second-division side Damash Tehran in 2010.",https://api.fifa.com/api/v1/picture/players/2018fwc/379886_sq-300_jpg?allowDefaultPicture=true,ALIREZA JAHANBAKHSH,Forward,Alireza,Jahanbakhsh
23,Iran,"IR Iran coach Carlos Queiroz expects big things from promising forward Sardar Azmoun, the team's leading scorer in the Asian Zone qualifiers for Russia 2018 with 11 goals in 14 games.",https://api.fifa.com/api/v1/picture/players/2018fwc/379887_sq-300_jpg?allowDefaultPicture=true,SARDAR AZMOUN,Forward,Sardar,Azmoun
31,Iran,"Ashkan Dejagah took his first steps in the professional game with German club Hertha Berlin. After excelling with Wolfsburg and Fulham, he then signed for Al Arabi in 2014, spending three years with the Qatari outfit before returning to Europe.",https://api.fifa.com/api/v1/picture/players/2018fwc/196812_sq-300_jpg?allowDefaultPicture=true,ASHKAN DEJAGAH,Forward,Ashkan,Dejagah
27,Morocco,"Yassine Bounou is the back-up goalkeeper to Munir Mohand Mohamedi in the Morocco squad, and he plays his club football in the same country as his compatriot - Spain.",https://api.fifa.com/api/v1/picture/players/2018fwc/356956_sq-300_jpg?allowDefaultPicture=true,YASSINE BOUNOU,Goalkeeper,Yassine,Bounou
29,Morocco,,https://api.fifa.com/api/v1/picture/players/2018fwc/395755_sq-300_jpg?allowDefaultPicture=true,MONIR EL KAJOUI,Goalkeeper,Monir,Elkajoui
22,Morocco,"Born in 1996 and the youngest of Morocco’s triumvirate of goalkeepers, Ahmed Reda Tagnaouti represents the future of the position.",https://api.fifa.com/api/v1/picture/players/2018fwc/371553_sq-300_jpg?allowDefaultPicture=true,AHMED TAGNAOUTI,Goalkeeper,Ahmed,Tagnaouti
19,Morocco,"One of the Atlas Lions’ rising stars, Achraf Hakimi has, despite his tender age of 19, already played a handful of matches for Real Madrid, during one of which he became the first Moroccan to score for the club, in December 2017.",https://api.fifa.com/api/v1/picture/players/2018fwc/400721_sq-300_jpg?allowDefaultPicture=true,ACHRAF HAKIMI,Defender,Achraf,Hakimi
20,Morocco,"Born to a Moroccan mother and Ivorian father in Casablanca in 1997, Hamza Mendyl has been involved with Morocco’s senior team since 2016, having previously turned out for the country’s U-17 and U-20 sides.",https://api.fifa.com/api/v1/picture/players/2018fwc/401882_sq-300_jpg?allowDefaultPicture=true,HAMZA MENDYL,Defender,Hamza,Mendyl
32,Morocco,"Born in France to a Portuguese father and Moroccan mother, Manuel da Costa chose the Atlas Lions over A Seleção das Quinas in 2014, and has since developed into one of the mainstays of the squad.",https://api.fifa.com/api/v1/picture/players/2018fwc/299073_sq-300_jpg?allowDefaultPicture=true,MANUEL DA COSTA,Defender,Manuel,Dacosta
31,Morocco,"Powerful, dynamic and technically sound, Medhi Benatia – Morocco’s captain since 2015 – is one of Africa’s top defenders.",https://api.fifa.com/api/v1/picture/players/2018fwc/305954_sq-300_jpg?allowDefaultPicture=true,MEHDI BENATIA,Defender,Mehdi,Benatia
28,Morocco,"Able to fulfil the roles of centre-back and defensive midfielder, Romain Saiss is, due to his versatility and professionalism, the kind of player that is rather difficult to overlook with a FIFA World Cup™ on the horizon.",https://api.fifa.com/api/v1/picture/players/2018fwc/398599_sq-300_jpg?allowDefaultPicture=true,ROMAIN SAISS,Defender,Romain,Saiss
32,Morocco,"While he is capable of playing on the wing, it is at right-back that Nabil Dirar has generally performed in a Morocco jersey.",https://api.fifa.com/api/v1/picture/players/2018fwc/296750_sq-300_jpg?allowDefaultPicture=true,NABIL DIRAR,Defender,Nabil,Dirar
25,Morocco,"Although his relationship with coach Herve Renard has had the odd rocky moment in the past, Hakim Ziyech now enjoys the full confidence of the Morocco coach, who admires the supremely gifted midfielder’s dribbling skills, vision, crossing ability, free-kick delivery and long-range shooting.",https://api.fifa.com/api/v1/picture/players/2018fwc/395759_sq-300_jpg?allowDefaultPicture=true,HAKIM ZIYACH,Midfielder,Hakim,Ziyach
33,Morocco,"Born to Moroccan parents in the Netherlands in January 1985, Karim El Ahmadi is a long-serving member of the Atlas Lions, first appearing back in 2008 in a 3-0 friendly victory over Zambia, and developing into the lynchpin of the team over time.",https://api.fifa.com/api/v1/picture/players/2018fwc/232674_sq-300_jpg?allowDefaultPicture=true,KARIM EL AHMADI,Midfielder,Karim,Elahmadi
28,Morocco,"Due to his versatility and experience, Younes Belhanda is one of the first names on the Morocco team sheet. For eight years, the Avignon native has performed in every possible midfield position, from creative fulcrum to ball winner to link man – he has even put in a solid shift out on the wing.",https://api.fifa.com/api/v1/picture/players/2018fwc/353205_sq-300_jpg?allowDefaultPicture=true,YOUNES BELHANDA,Midfielder,Younes,Belhanda
29,Morocco,"Praised by coach Herve Renard for his “exceptional mental attitude”, Faycal Fajr is not generally part of Morocco’s starting XI, but he has been included in every squad named by the current coach.",https://api.fifa.com/api/v1/picture/players/2018fwc/395756_sq-300_jpg?allowDefaultPicture=true,FAYCAL FAJR,Midfielder,Faycal,Fajr
33,Morocco,"One of the most capped players of coach Herve Renard’s chosen 23, Mbark Boussoufa has been a stalwart of the Moroccan national side for well over a decade, having made his international debut back in 2006.",https://api.fifa.com/api/v1/picture/players/2018fwc/296799_sq-300_jpg?allowDefaultPicture=true,MBARK BOUSSOUFA,Midfielder,Mbark,Boussoufa
21,Morocco,"Born in France in 1996, Youssef Ait Bennasser is one of the youngest players flying the Moroccan flag in Russia. However, what he lacks in experience, he more than makes up for in talent, exhibiting good feet, an ability to win 50-50 balls, and judicious passing.",https://api.fifa.com/api/v1/picture/players/2018fwc/372130_sq-300_jpg?allowDefaultPicture=true,YOUSSEF AIT BENNASSER,Midfielder,Youssef,Aitbennasser
31,Morocco,"Like his younger brother, Sofyan, Nordin Amrabat plays on the right side of the pitch, be that in defence, midfield or attack. His versatility and powerful running, as well as his technical and physical prowess, have made him a key component of coach Herve Renard's system.",https://api.fifa.com/api/v1/picture/players/2018fwc/291414_sq-300_jpg?allowDefaultPicture=true,NOUREDDINE AMRABAT,Midfielder,Noureddine,Amrabat
20,Morocco,"Born in France and a graduate of Nantes’ youth academy, up-and-coming starlet Amine Harit played for France at various youth levels before choosing to represent his parents’ country, Morocco.",https://api.fifa.com/api/v1/picture/players/2018fwc/372114_sq-300_jpg?allowDefaultPicture=true,AMINE HARIT,Midfielder,Amine,Harit
21,Morocco,"The younger sibling of Nordin, also a Morocco international, Sofyan Amrabat is, at the very least, as talented as his brother, despite not possessing the same level of experience.",https://api.fifa.com/api/v1/picture/players/2018fwc/372266_sq-300_jpg?allowDefaultPicture=true,SOFYAN AMRABAT,Midfielder,Sofyan,Amrabat
28,Morocco,"When Mehdi Carcela returned to boyhood club Standard Liege in January this year, he had one goal in mind: to pick up the regular playing time he was lacking at Olympiacos and clinch a place in Morocco's squad for Russia 2018.",https://api.fifa.com/api/v1/picture/players/2018fwc/290868_sq-300_jpg?allowDefaultPicture=true,MEHDI CARCELA,Midfielder,Mehdi,Carcela
24,Morocco,"While RS Berkane forward Ayoub El Kaabi may not have the same level of experience, as some of the Morocco stars playing in major European leagues, his recent statistics make for impressive reading.",https://api.fifa.com/api/v1/picture/players/2018fwc/411678_sq-300_jpg?allowDefaultPicture=true,AYOUB EL KAABI,Forward,Ayoub,Elkaabi
31,Morocco,"Khalid Boutaib has enjoyed a fairytale rise to prominence since 2013, when he was still vegetating in the lower reaches of the French football pyramid, trying in vain to negotiate a path to the professional world, while making a living via gardening and selling doughnuts.",https://api.fifa.com/api/v1/picture/players/2018fwc/401884_sq-300_jpg?allowDefaultPicture=true,KHALID BOUTAIB,Forward,Khalid,Boutaib
21,Morocco,"There is always at least one surprise among a FIFA World Cup™ coach’s 23-man squad announcement, and in Herve Renard’s case, that player was striker Youssef En-Nesyri, who had originally been included as a back-up option when the provisional Morocco list was released, before being brought in at the last minute in place of defender Badr Banoun.",https://api.fifa.com/api/v1/picture/players/2018fwc/401885_sq-300_jpg?allowDefaultPicture=true,YOUSSEF EN NESYRI,Forward,Youssef,Ennesyri
31,Morocco,"Aziz Bouhaddouz may have missed out on Morocco's friendlies in March, but he booked his ticket to Russia 2018, thanks to his versatility, strength and experience.",https://api.fifa.com/api/v1/picture/players/2018fwc/407125_sq-300_jpg?allowDefaultPicture=true,AZIZ BOUHADDOUZ,Forward,Aziz,Bouhaddouz
28,Peru,"Pedro Gallese is one of the cornerstones of the Peru team but he has been plagued by injury in recent months. Agile and with a flair for the spectacular, Gallese has proved his quality time and again since Pablo Bengoechea handed him his national team debut in 2014.",https://api.fifa.com/api/v1/picture/players/2018fwc/275261_sq-300_jpg?allowDefaultPicture=true,PEDRO GALLESE,Goalkeeper,Pedro,Gallese
26,Peru,"Peru head coach Ricardo Gareca handed Carlos Caceda his international debut in a friendly against El Salvador in May 2016 following his excellent displays for Universitario, and he was also included in Peru's squad for the Copa America Centenario in 2016.",https://api.fifa.com/api/v1/picture/players/2018fwc/275431_sq-300_jpg?allowDefaultPicture=true,CARLOS CACEDA,Goalkeeper,Carlos,Caceda
32,Peru,"Experienced, good with his feet and excellent on his line, Carvallo will most likely be playing as third-choice goalkeeper behind Carlos Caceda and Pedro Gallese.",https://api.fifa.com/api/v1/picture/players/2018fwc/229480_sq-300_jpg?allowDefaultPicture=true,JOSE CARVALLO,Goalkeeper,Jose,Carvallo
34,Peru,"Alberto Rodriguez marshalled Peru's defence during Russia 2018 qualifying, while his intelligence and good reading of the game improved those around him.",https://api.fifa.com/api/v1/picture/players/2018fwc/202638_sq-300_jpg?allowDefaultPicture=true,ALBERTO RODRIGUEZ,Defender,Alberto,Rodriguez
29,Peru,"Aldo Corzo is a technically adept right-back with tactical intelligence, touch-tight marking and aerial ability, which were put to good use in 11 Russia 2018 qualifiers, as well as one of the intercontinental play-off matches.",https://api.fifa.com/api/v1/picture/players/2018fwc/306194_sq-300_jpg?allowDefaultPicture=true,ALDO CORZO,Defender,Aldo,Corzo
26,Peru,"Anderson Santamaria’s ability to play at centre-back, left-back and in midfield – where he began his career, with Inti Gas – makes him a valuable and versatile asset.",https://api.fifa.com/api/v1/picture/players/2018fwc/398457_sq-300_jpg?allowDefaultPicture=true,ANDERSON SANTAMARIA,Defender,Anderson,Santamaria
23,Peru,"Miguel Araujo featured in four qualifiers on the road to Russia 2018, but two of those were high-pressure matches against Uruguay and away to Argentina. It was in that latter assignment in particular that the self-confessed Carles Puyol fan demonstrated his strength, character and maturity.",https://api.fifa.com/api/v1/picture/players/2018fwc/368000_sq-300_jpg?allowDefaultPicture=true,MIGUEL ARAUJO,Defender,Miguel,Araujo
25,Peru,"Miguel Trauco has been Peru’s first-choice left-back since May 2016. He has the full confidence of Ricardo Gareca, thanks to his commitment in defence, his understanding of when to get forward, and his vision when it comes to finishing moves off.",https://api.fifa.com/api/v1/picture/players/2018fwc/397791_sq-300_jpg?allowDefaultPicture=true,MIGUEL TRAUCO,Defender,Miguel,Trauco
29,Peru,"Nicknamed _La Sombra_ (‘The Shadow’), Christian Ramos is a left-sided central defender who has helped make Peru much more solid at the back.",https://api.fifa.com/api/v1/picture/players/2018fwc/228728_sq-300_jpg?allowDefaultPicture=true,CHRISTIAN RAMOS,Defender,Christian,Ramos
28,Peru,"Luis Advincula has been involved in Peru's biggest recent achievements: the third-place finishes at the 2011 and 2015 Copa America editions, as well as the historic feat of qualifying for Russia 2018.",https://api.fifa.com/api/v1/picture/players/2018fwc/349697_sq-300_jpg?allowDefaultPicture=true,LUIS ADVINCULA,Defender,Luis,Advincula
23,Peru,"Though he made only two appearances in the qualifiers for the 2018 FIFA World Cup Russia™, left-back Nilson Loyola did enough to earn himself a place in the Peru squad as back-up to Miguel Trauco.",https://api.fifa.com/api/v1/picture/players/2018fwc/398459_sq-300_jpg?allowDefaultPicture=true,NILSON LOYOLA,Defender,Nilson,Loyola
27,Peru,"A versatile and skilful player, Paolo Hurtado can operate in a number of attacking roles, including on both wings or just behind the front two. He made seven appearances during the qualifying campaign, scoring one goal.",https://api.fifa.com/api/v1/picture/players/2018fwc/349685_sq-300_jpg?allowDefaultPicture=true,PAOLO HURTADO,Midfielder,Paolo,Hurtado
26,Peru,"Nicknamed 'Aladdin', Christian Cueva is a deep-lying striker who made 18 appearances in the qualifying competition for Russia 2018, scoring four goals and playing a starring role in Peru’s campaign.",https://api.fifa.com/api/v1/picture/players/2018fwc/349700_sq-300_jpg?allowDefaultPicture=true,CHRISTIAN CUEVA,Midfielder,Christian,Cueva
22,Peru,"Though Renato Tapia had previously been called up by Sergio Markarian, it was Ricardo Gareca who gave him his debut in a 2015 friendly, and since then he has showcased his temperament and distribution skills in becoming a commanding presence in the midfield.",https://api.fifa.com/api/v1/picture/players/2018fwc/392903_sq-300_jpg?allowDefaultPicture=true,RENATO TAPIA,Midfielder,Renato,Tapia
23,Peru,"Andy Polo had to battle hard to seal a place in Peru’s 23-man squad, but the versatile winger, who has won all of his caps during Ricardo Gareca’s time in charge, eventually convinced the Argentinian coach of the benefits of his explosive pace, first-rate technique and surprising work rate.",https://api.fifa.com/api/v1/picture/players/2018fwc/394981_sq-300_jpg?allowDefaultPicture=true,ANDY POLO,Midfielder,Andy,Polo
23,Peru,Wilder Cartagena's strengths in midfield are in his ability to win the ball and in his distribution. He is also a threat from distance thanks to his quality in shooting.,https://api.fifa.com/api/v1/picture/players/2018fwc/401945_sq-300_jpg?allowDefaultPicture=true,WILDER CARTAGENA,Midfielder,Wilder,Cartagena
28,Peru,"Though he has yet to turn 30, Yoshimar Yotun is one of the most experienced players in the Peru squad. He made 16 appearances in the qualifying competition for Russia 2018.",https://api.fifa.com/api/v1/picture/players/2018fwc/349698_sq-300_jpg?allowDefaultPicture=true,YOSHIMAR YOTUN,Midfielder,Yoshimar,Yotun
23,Peru,"A combative, tactically astute and technically gifted box-to-box midfielder, Pedro Aquino is another of the talented youngsters to be drafted into the national team fold by Ricardo Gareca.",https://api.fifa.com/api/v1/picture/players/2018fwc/397696_sq-300_jpg?allowDefaultPicture=true,PEDRO AQUINO,Midfielder,Pedro,Aquino
34,Peru,"Peru’s leading all-time marksman, having made his international debut in 2004, Guerrero played 17 times on the road to Russia 2018 and scored five goals.",https://api.fifa.com/api/v1/picture/players/2018fwc/225497_sq-300_jpg?allowDefaultPicture=true,PAOLO GUERRERO,Forward,Paolo,Guerrero
33,Peru,"Russia 2018 will be a first World Cup appearance for Jefferson Farfan, an explosive winger, who made his full international debut under Paulo Cesar Autuori in 2003.",https://api.fifa.com/api/v1/picture/players/2018fwc/201748_sq-300_jpg?allowDefaultPicture=true,JEFFERSON FARFAN,Forward,Jefferson,Farfan
27,Peru,"Forward Raul Ruidiaz made his senior international debut in 2011, having embarked on his club career with Universitario de Lima two years earlier. As both a starter and back-up, he made 12 appearances in the qualifiers for Russia 2018, scoring one goal in the process.",https://api.fifa.com/api/v1/picture/players/2018fwc/349703_sq-300_jpg?allowDefaultPicture=true,RAUL RUIDIAZ,Forward,Raul,Ruidiaz
27,Peru,"Andre Carrillo is invariably a starter wide on the right, though he can also operate on the left. He won his first cap in 2011 under Sergio Markarian and featured in the Peru sides that took third place at the 2011 and 2015 Copa Americas",https://api.fifa.com/api/v1/picture/players/2018fwc/349696_sq-300_jpg?allowDefaultPicture=true,ANDRE CARRILLO,Forward,Andre,Carrillo
24,Peru,"Edison Flores was one of Peru’s key players during their qualifying campaign for Russia 2018, scoring five goals in 14 appearances. Ever since breaking into the Universitario first team at the age of 17, the skilful and pacey left winger has been tipped for the top.",https://api.fifa.com/api/v1/picture/players/2018fwc/394797_sq-300_jpg?allowDefaultPicture=true,EDISON FLORES,Forward,Edison,Flores
28,Poland,"The 1.96m goalie has gone on to build a reputation for incredible reflex saves, establishing himself as one of the out-and-out leaders of the Poland side for whom he played at the UEFA EURO 2012 and 2016.",https://api.fifa.com/api/v1/picture/players/2018fwc/269746_sq-300_jpg?allowDefaultPicture=true,WOJCIECH SZCZESNY,Goalkeeper,Wojciech,Szczesny
30,Poland,"Bartosz Bialkowski’s main asset is his physical presence, and at 6'4 (1.94m), he cuts an imposing figure. He has been playing his domestic football in England for a number of years now.",https://api.fifa.com/api/v1/picture/players/2018fwc/270890_sq-300_jpg?allowDefaultPicture=true,BARTOSZ BIALKOWSKI,Goalkeeper,Bartosz,Bialkowski
33,Poland,"Standing 6'2 (1.91m), Fabianski is the kind of goalkeeper who dominates his penalty area and is incredibly safe under the high ball.",https://api.fifa.com/api/v1/picture/players/2018fwc/216931_sq-300_jpg?allowDefaultPicture=true,LUKASZ FABIANSKI,Goalkeeper,Lukasz,Fabianski
30,Poland,"Michal Pazdan is strong one-on-one, an aggressive defender and knows exactly how to time a tackle.",https://api.fifa.com/api/v1/picture/players/2018fwc/297356_sq-300_jpg?allowDefaultPicture=true,MICHAL PAZDAN,Defender,Michal,Pazdan
30,Poland,Artur Jedrzejczyk is a versatile defender who can operate as a centre back and also on the left or right. Every team that he has played for has had cause to thank him for his unstinting ability to keep on running and put a shift in.,https://api.fifa.com/api/v1/picture/players/2018fwc/270895_sq-300_jpg?allowDefaultPicture=true,ARTUR JEDRZEJCZYK,Defender,Artur,Jedrzejczyk
32,Poland,"Defender Thiago Cionek was born in Curitiba, Brazil as the son of a Polish immigrant, giving him dual nationality.",https://api.fifa.com/api/v1/picture/players/2018fwc/398594_sq-300_jpg?allowDefaultPicture=true,THIAGO CIONEK,Defender,Thiago,Cionek
22,Poland,"Standing 6'2  tall, Jan Bednarek is a genuine pillar in the centre of defence. Having settled into the English Premier League with ease thanks to his athleticism, he is now preparing for his next adventure at the 2018 FIFA World Cup Russia™.",https://api.fifa.com/api/v1/picture/players/2018fwc/406995_sq-300_jpg?allowDefaultPicture=true,JAN BEDNAREK,Defender,Jan,Bednarek
30,Poland,Kamil Glik is Poland’s defensive linchpin and as such one of their key figures. He is also a danger at set pieces in the opposing penalty area and regularly gets onto the score sheet with headers.,https://api.fifa.com/api/v1/picture/players/2018fwc/269695_sq-300_jpg?allowDefaultPicture=true,KAMIL GLIK,Defender,Kamil,Glik
25,Poland,"A former striker, Bartosz Bereszynski was converted into a full-back where he makes the most of his speed and his ability to dribble.",https://api.fifa.com/api/v1/picture/players/2018fwc/370435_sq-300_jpg?allowDefaultPicture=true,BARTOSZ BERESZYNSKI,Defender,Bartosz,Bereszynski
33,Poland,Lukasz Piszczek has been one of Poland’s stand-out players for a number of years now and is a key figure at right back.,https://api.fifa.com/api/v1/picture/players/2018fwc/216955_sq-300_jpg?allowDefaultPicture=true,LUKASZ PISZCZEK,Defender,Lukasz,Piszczek
25,Poland,"Jacek Goralski is an uncompromising defensive midfielder who knows how to break down opposition play, most notably by winning the ball back off them.",https://api.fifa.com/api/v1/picture/players/2018fwc/402079_sq-300_jpg?allowDefaultPicture=true,JACEK GORALSKI,Midfielder,Jacek,Goralski
23,Poland,"Midfielder Karol Linetty made his debut in Poland’s top flight at the tender age of 17, before swapping the Ekstraklasa in 2016 for Serie A and Sampdoria.",https://api.fifa.com/api/v1/picture/players/2018fwc/401277_sq-300_jpg?allowDefaultPicture=true,KAROL LINETTY,Midfielder,Karol,Linetty
28,Poland,Krychowiak was one of Poland’s best players at UEFA EURO 2016 in France and was instrumental in the team making it through to the quarter-finals.,https://api.fifa.com/api/v1/picture/players/2018fwc/269735_sq-300_jpg?allowDefaultPicture=true,GRZEGORZ KRYCHOWIAK,Midfielder,Grzegorz,Krychowiak
30,Poland,"When it comes to choosing a left winger, Poland’s national coach Adam Nawalka will likely look no further than Kamil Grosicki.",https://api.fifa.com/api/v1/picture/players/2018fwc/269706_sq-300_jpg?allowDefaultPicture=true,KAMIL GROSICKI,Midfielder,Kamil,Grosicki
28,Poland,"Maciej Rybus's speed means he can always be relied upon to turn defence into attack, and when he gets into the opposition’s half, he also has plenty of tricks up his sleeve on the wing.",https://api.fifa.com/api/v1/picture/players/2018fwc/299687_sq-300_jpg?allowDefaultPicture=true,MACIEJ RYBUS,Midfielder,Maciej,Rybus
32,Poland,Jakub Blaszczykowski is widely accepted as being one of Poland’s best players of the past decade and has twice been named his country’s footballer of the year (in 2008 and 2010).,https://api.fifa.com/api/v1/picture/players/2018fwc/216944_sq-300_jpg?allowDefaultPicture=true,JAKUB BLASZCZYKOWSKI,Midfielder,Jakub,Blaszczykowski
33,Poland,"Slawomir Peszko is most at home on the left wing, where he can put his deadly turn of pace to its best use. A battling competitor, Peszko is the kind of player who never gives up on a lost ball.",https://api.fifa.com/api/v1/picture/players/2018fwc/216954_sq-300_jpg?allowDefaultPicture=true,SLAWOMIR PESZKO,Midfielder,Slawomir,Peszko
24,Poland,Plenty of people in Poland and Italy alike maintain that Piotr Zielinski has a great future ahead of him. He is seen as a classy player with excellent technique and appears on many a scout’s list among the top European clubs.,https://api.fifa.com/api/v1/picture/players/2018fwc/370436_sq-300_jpg?allowDefaultPicture=true,PIOTR ZIELINSKI,Midfielder,Piotr,Zielinski
25,Poland,"Rafal Kurzawa has been blessed with a sweet left foot, making him one to watch at set pieces. He is among the leading purveyors of assists in Poland’s top flight.",https://api.fifa.com/api/v1/picture/players/2018fwc/411483_sq-300_jpg?allowDefaultPicture=true,RAFAL KURZAWA,Midfielder,Rafal,Kurzawa
24,Poland,"Plenty of pundits believe that Arkadiusz Milik is in possession of the finest, most talented left foot that Poland has to offer. He is an attacker who plays havoc in the opposition’s box.",https://api.fifa.com/api/v1/picture/players/2018fwc/362823_sq-300_jpg?allowDefaultPicture=true,ARKADIUSZ MILIK,Forward,Arkadiusz,Milik
29,Poland,"Robert Lewandowski is the indisputable superstar of the Poland team and will be one of the most hotly-anticipated players of the whole tournament. ""Lewy"" is among the best centre forwards in the world, with Poland’s play very much revolving around him.",https://api.fifa.com/api/v1/picture/players/2018fwc/299688_sq-300_jpg?allowDefaultPicture=true,ROBERT LEWANDOWSKI,Forward,Robert,Lewandowski
27,Poland,"Lukasz Teodorczyk is a powerful attacker who knows how to look after himself in the penalty area. More than that though, he is capable of dropping deep and getting involved in the game in a different way.",https://api.fifa.com/api/v1/picture/players/2018fwc/367469_sq-300_jpg?allowDefaultPicture=true,LUKASZ TEODORCZYK,Forward,Lukasz,Teodorczyk
21,Poland,"When the phrase ""new Robert Lewandowksi"" gets bandied about in Poland then you know that you are talking about an exceptional talent - and young David Kownacki is just that.",https://api.fifa.com/api/v1/picture/players/2018fwc/411482_sq-300_jpg?allowDefaultPicture=true,DAWID KOWNACKI,Forward,Dawid,Kownacki
30,Portugal,"An undisputed first-choice for his club Sporting CP and Fernando Santos’s Portugal side, Rui Patricio played in all ten of his country’s 2018 FIFA World Cup Russia™ qualifying matches, conceding just four goals.",https://api.fifa.com/api/v1/picture/players/2018fwc/269768_sq-300_jpg?allowDefaultPicture=true,RUI PATRICIO,Goalkeeper,Rui,Patricio
27,Portugal,"Though he was born in France, Anthony Lopes chose to represent the country where his family hails from. A graduate of Olympique Lyonnais’ academy, the 27-year-old has made the club’s No1 jersey his own.",https://api.fifa.com/api/v1/picture/players/2018fwc/373077_sq-300_jpg?allowDefaultPicture=true,ANTHONY LOPES,Goalkeeper,Anthony,Lopes
36,Portugal,"“I’ve never had many people helping me out. What I’ve achieved has all been down to my own efforts,” Portugal goalkeeper Beto told FIFA.com a few years ago. A product of Sporting CP’s prolific youth set-up, he has certainly worked hard to make a success of his career.",https://api.fifa.com/api/v1/picture/players/2018fwc/214404_sq-300_jpg?allowDefaultPicture=true,BETO,Goalkeeper,Beto,
36,Portugal,"The hugely experienced Bruno Alves will be appearing in his third FIFA World Cup™ at Russia 2018, which will in all probability be his final appearance at a major international tournament.",https://api.fifa.com/api/v1/picture/players/2018fwc/210213_sq-300_jpg?allowDefaultPicture=true,BRUNO ALVES,Defender,Bruno,Alves
35,Portugal,"A talented competitor, Brazilian-born veteran Pepe is a cornerstone of the Portugal defence. Fast approaching a century of caps, the central defender was named man of the match in the final of UEFA EURO 2016, when his adopted country won their first international title, and was an ever-present in the qualifiers for the 2018 FIFA World Cup Russia™.",https://api.fifa.com/api/v1/picture/players/2018fwc/275931_sq-300_jpg?allowDefaultPicture=true,PEPE,Defender,Pepe,
24,Portugal,"Raphael Guerreiro is a tireless left-back, who chose to play for the country of his father’s birth rather than France, the country of his mother’s birth and where he has always lived.",https://api.fifa.com/api/v1/picture/players/2018fwc/395213_sq-300_jpg?allowDefaultPicture=true,RAPHAEL GUERREIRO,Defender,Raphael,Guerreiro
34,Portugal,"Jose Fonte, who joined Chinese club Dalian Yifang earlier this year, was a late arrival to international football. The central defender was on the point of turning 31 when he made his Portugal debut in a qualifying match for UEFA EURO 2016.",https://api.fifa.com/api/v1/picture/players/2018fwc/398511_sq-300_jpg?allowDefaultPicture=true,JOSE FONTE,Defender,Jose,Fonte
